date,win,lose,probability
1576285200000 	,Denver Nuggets,Oklahoma City Thunder,0.6450660042366045
1576285200000 	,Houston Rockets,Detroit Pistons,0.7144536050642223
1576351800000 	,Orlando Magic,New Orleans Pelicans,0.6219568809854459
1576357200000 	,Indiana Pacers,Charlotte Hornets,0.6277704578675738
1576360800000 	,Los Angeles Lakers,Atlanta Hawks,0.7026538889404167
1576360800000 	,Philadelphia 76ers,Brooklyn Nets,0.602784291889465
1576368000000 	,Denver Nuggets,New York Knicks,0.8958807478667523
1576369800000 	,Golden State Warriors,Sacramento Kings,0.7935636863428144
1576450800000 	,Detroit Pistons,Washington Wizards,0.5483631870686042
1576452600000 	,Toronto Raptors,Cleveland Cavaliers,0.9240734262099648
1576454400000 	,Houston Rockets,San Antonio Spurs,0.6692524910863819
1576454400000 	,Miami Heat,Memphis Grizzlies,0.5789734644353631
1576454400000 	,Milwaukee Bucks,Dallas Mavericks,0.8399293454003798
1576454400000 	,Oklahoma City Thunder,Chicago Bulls,0.8575399806974666
1576458000000 	,Portland Trail Blazers,Phoenix Suns,0.9037083601066965
1576537200000 	,Sacramento Kings,Charlotte Hornets,0.5318717850425807
1576537200000 	,Indiana Pacers,Los Angeles Lakers,0.6652378335716048
1576539000000 	,Atlanta Hawks,New York Knicks,0.774539498081613
1576540800000 	,Brooklyn Nets,New Orleans Pelicans,0.6631666263208205
1576544400000 	,Utah Jazz,Orlando Magic,0.6919037223693004
1576549800000 	,Los Angeles Clippers,Phoenix Suns,0.7843094890686354
1576623600000 	,Charlotte Hornets,Cleveland Cavaliers,0.8184510233102501
1576623600000 	,Toronto Raptors,Detroit Pistons,0.6735727275892254
1576623600000 	,Philadelphia 76ers,Miami Heat,0.7413088841327373
1576623600000 	,Washington Wizards,Chicago Bulls,0.5918665785261586
1576627200000 	,New Orleans Pelicans,Minnesota Timberwolves,0.5697887240665669
1576627200000 	,Oklahoma City Thunder,Memphis Grizzlies,0.7234225797804802
1576630800000 	,Denver Nuggets,Orlando Magic,0.7224027229350193
1576632600000 	,Boston Celtics,Dallas Mavericks,0.6242642755304832
1576634400000 	,Portland Trail Blazers,Golden State Warriors,0.5765762522895866
1576711800000 	,Utah Jazz,Atlanta Hawks,0.8177985676811631
1576713600000 	,Milwaukee Bucks,Los Angeles Lakers,0.8227086288750737
1576715400000 	,San Antonio Spurs,Brooklyn Nets,0.5951449156105864
1576722600000 	,Houston Rockets,Los Angeles Clippers,0.5630838368292395
1576796400000 	,Memphis Grizzlies,Cleveland Cavaliers,0.7838825515669808
1576796400000 	,Indiana Pacers,Sacramento Kings,0.6355800606173493
1576798200000 	,Boston Celtics,Detroit Pistons,0.681538728119985
1576798200000 	,Toronto Raptors,Washington Wizards,0.836272579623328
1576800000000 	,Miami Heat,New York Knicks,0.7935324863124632
1576800000000 	,Oklahoma City Thunder,Phoenix Suns,0.838668740983828
1576800000000 	,Philadelphia 76ers,Dallas Mavericks,0.7676826640545192
1576803600000 	,Denver Nuggets,Minnesota Timberwolves,0.7393562901528672
1576807200000 	,Portland Trail Blazers,Orlando Magic,0.7187947316673544
1576809000000 	,Golden State Warriors,New Orleans Pelicans,0.8034542862799372
1576875600000 	,Utah Jazz,Charlotte Hornets,0.6544601482370219
1576879200000 	,Brooklyn Nets,Atlanta Hawks,0.562929297887957
1576882800000 	,Detroit Pistons,Chicago Bulls,0.7260951636700622
1576882800000 	,Philadelphia 76ers,Washington Wizards,0.7646654923497708
1576884600000 	,Milwaukee Bucks,New York Knicks,0.9261038188632316
1576886400000 	,Sacramento Kings,Memphis Grizzlies,0.6057445367774301
1576888200000 	,San Antonio Spurs,Los Angeles Clippers,0.5859843550738972
1576890000000 	,Houston Rockets,Phoenix Suns,0.9197435769056646
1576893600000 	,Portland Trail Blazers,Minnesota Timberwolves,0.7358880879319905
1576956600000 	,Toronto Raptors,Dallas Mavericks,0.8385655112007363
1576965600000 	,Boston Celtics,Charlotte Hornets,0.688616024446671
1576969200000 	,Milwaukee Bucks,Indiana Pacers,0.7436246570784215
1576969200000 	,Oklahoma City Thunder,Los Angeles Clippers,0.6170823682556924
1576978200000 	,Denver Nuggets,Los Angeles Lakers,0.6280830207984128
1577055600000 	,Atlanta Hawks,Cleveland Cavaliers,0.7593232406236731
1577055600000 	,Philadelphia 76ers,Detroit Pistons,0.5961088518692532
1577055600000 	,Toronto Raptors,Indiana Pacers,0.5313763972089306
1577055600000 	,Washington Wizards,New York Knicks,0.7893356135337838
1577055600000 	,Orlando Magic,Chicago Bulls,0.6571276481791947
1577057400000 	,Utah Jazz,Miami Heat,0.568951704078616
1577059200000 	,San Antonio Spurs,Memphis Grizzlies,0.6699897703335423
1577062800000 	,Denver Nuggets,Phoenix Suns,0.9081083598792961
1577066400000 	,Portland Trail Blazers,New Orleans Pelicans,0.7470516610693203
1577066400000 	,Houston Rockets,Sacramento Kings,0.6856395909110632
1577068200000 	,Golden State Warriors,Minnesota Timberwolves,0.794093872670988
1577246400000 	,Toronto Raptors,Boston Celtics,0.7239446241027309
1577212200000 	,Milwaukee Bucks,Philadelphia 76ers,0.5072418296366674
1577221200000 	,Golden State Warriors,Houston Rockets,0.6620923436880917
1577232000000 	,Los Angeles Clippers,Los Angeles Lakers,0.5741108170176568
1577241000000 	,Denver Nuggets,New Orleans Pelicans,0.7504229859891999
1577314800000 	,Detroit Pistons,Washington Wizards,0.5483631870686042
1577316600000 	,Brooklyn Nets,New York Knicks,0.7393504771494591
1577318400000 	,San Antonio Spurs,Dallas Mavericks,0.5881385264028061
1577318400000 	,Oklahoma City Thunder,Memphis Grizzlies,0.7234225797804802
1577325600000 	,Minnesota Timberwolves,Sacramento Kings,0.5256432466206421
1577327400000 	,Utah Jazz,Portland Trail Blazers,0.6029669084787408
1577390400000 	,Boston Celtics,Cleveland Cavaliers,0.8734754712161624
1577401200000 	,Oklahoma City Thunder,Charlotte Hornets,0.638676760396822
1577401200000 	,Philadelphia 76ers,Orlando Magic,0.6712089772795328
1577403000000 	,Milwaukee Bucks,Atlanta Hawks,0.876675113077096
1577404800000 	,Indiana Pacers,Miami Heat,0.5264636274500927
1577413800000 	,Golden State Warriors,Phoenix Suns,0.9017904506513865
1577480400000 	,Denver Nuggets,Memphis Grizzlies,0.7726384390320277
1577487600000 	,Boston Celtics,Toronto Raptors,0.5362668036976102
1577487600000 	,Indiana Pacers,New Orleans Pelicans,0.6801167443545026
1577491200000 	,Atlanta Hawks,Chicago Bulls,0.6987811811226546
1577491200000 	,Houston Rockets,Brooklyn Nets,0.6728129939775155
1577491200000 	,Philadelphia 76ers,Miami Heat,0.528300698680493
1577491200000 	,Minnesota Timberwolves,Cleveland Cavaliers,0.6818630572859092
1577491200000 	,Washington Wizards,New York Knicks,0.6147170741641791
1577493000000 	,Golden State Warriors,Dallas Mavericks,0.8320085818268154
1577493000000 	,Milwaukee Bucks,Orlando Magic,0.7894045141645053
1577493000000 	,San Antonio Spurs,Detroit Pistons,0.6414018469512981
1577494800000 	,Sacramento Kings,Phoenix Suns,0.6824024023527449
1577498400000 	,Portland Trail Blazers,Los Angeles Lakers,0.7598685128619956
1577500200000 	,Utah Jazz,Los Angeles Clippers,0.5226894621989449
1577570400000 	,Toronto Raptors,Oklahoma City Thunder,0.721565434229392
1577577600000 	,Denver Nuggets,Sacramento Kings,0.7387315328323765
1577577600000 	,Charlotte Hornets,Memphis Grizzlies,0.6137319153562186
1577577600000 	,Houston Rockets,New Orleans Pelicans,0.7481551645867199
1577583000000 	,Los Angeles Lakers,Dallas Mavericks,0.5634513846935982
1577660400000 	,Atlanta Hawks,Orlando Magic,0.5108780765916863
1577660400000 	,Miami Heat,Washington Wizards,0.6306023283846174
1577664000000 	,Milwaukee Bucks,Chicago Bulls,0.894325122762227
1577664000000 	,Brooklyn Nets,Minnesota Timberwolves,0.6468045891564298
1577667600000 	,Utah Jazz,Detroit Pistons,0.6954316276465147
1577671200000 	,Portland Trail Blazers,Phoenix Suns,0.8690064591754837
1577732400000 	,Boston Celtics,Charlotte Hornets,0.6359322560530142
1577732400000 	,Indiana Pacers,Philadelphia 76ers,0.5521694861679797
1577739600000 	,Los Angeles Clippers,Sacramento Kings,0.6002097355989281
1577746800000 	,Houston Rockets,Denver Nuggets,0.6124661968397203
1577746800000 	,Golden State Warriors,San Antonio Spurs,0.5162207125891553
1577746800000 	,Toronto Raptors,Cleveland Cavaliers,0.9240734262099648
1577750400000 	,Oklahoma City Thunder,Dallas Mavericks,0.7371111119555364
1577829600000 	,Orlando Magic,Washington Wizards,0.6745144163429064
1577835000000 	,Portland Trail Blazers,New York Knicks,0.8840790737024462
1577836800000 	,Milwaukee Bucks,Minnesota Timberwolves,0.8033798453532985
1577845800000 	,Los Angeles Lakers,Phoenix Suns,0.7052719017257756
1577919600000 	,Charlotte Hornets,Cleveland Cavaliers,0.8184510233102501
1577919600000 	,Indiana Pacers,Denver Nuggets,0.5076084594983743
1577921400000 	,Toronto Raptors,Miami Heat,0.6102670377960779
1577923200000 	,Utah Jazz,Chicago Bulls,0.8423596868610096
1577923200000 	,Golden State Warriors,Minnesota Timberwolves,0.7417729799482322
1577925000000 	,Brooklyn Nets,Dallas Mavericks,0.5842259994001874
1577925000000 	,San Antonio Spurs,Oklahoma City Thunder,0.5512841647400073
1577930400000 	,Sacramento Kings,Memphis Grizzlies,0.5194853915446767
1577932200000 	,Los Angeles Clippers,Detroit Pistons,0.5875509134255913
1578006000000 	,Boston Celtics,Atlanta Hawks,0.7596154419604189
1578006000000 	,Miami Heat,Orlando Magic,0.5636450551135612
1578006000000 	,Portland Trail Blazers,Washington Wizards,0.7539639869812192
1578009600000 	,Houston Rockets,Philadelphia 76ers,0.65400590715952
1578013200000 	,New York Knicks,Phoenix Suns,0.6574777554040514
1578018600000 	,Los Angeles Lakers,New Orleans Pelicans,0.5158138984026094
1578079800000 	,Los Angeles Clippers,Memphis Grizzlies,0.6465950964367143
1578088800000 	,Toronto Raptors,Brooklyn Nets,0.6796558864105202
1578092400000 	,Utah Jazz,Orlando Magic,0.7063888652135228
1578094200000 	,Indiana Pacers,Atlanta Hawks,0.7908210026056532
1578094200000 	,Oklahoma City Thunder,Cleveland Cavaliers,0.8714999005656229
1578096000000 	,Boston Celtics,Chicago Bulls,0.8313100667598973
1578096000000 	,Denver Nuggets,Washington Wizards,0.763415163179773
1578097800000 	,Charlotte Hornets,Dallas Mavericks,0.5277622219119981
1578097800000 	,Golden State Warriors,Detroit Pistons,0.7824786643695232
1578097800000 	,Milwaukee Bucks,San Antonio Spurs,0.7550324385895517
1578103200000 	,New Orleans Pelicans,Sacramento Kings,0.5111029556422817
1578166200000 	,Los Angeles Clippers,New York Knicks,0.8224603904352125
1578175200000 	,Portland Trail Blazers,Miami Heat,0.5598860153340548
1578180600000 	,Minnesota Timberwolves,Cleveland Cavaliers,0.8129177111235433
1578182400000 	,Memphis Grizzlies,Phoenix Suns,0.8293567200909993
1578189600000 	,Detroit Pistons,Los Angeles Lakers,0.5161390996315136
1578265200000 	,Indiana Pacers,Charlotte Hornets,0.6146925932682338
1578265200000 	,Brooklyn Nets,Orlando Magic,0.6523573298748788
1578265200000 	,Philadelphia 76ers,Oklahoma City Thunder,0.6224402682507872
1578265200000 	,Boston Celtics,Washington Wizards,0.7456968321267166
1578267000000 	,Denver Nuggets,Atlanta Hawks,0.819986455020091
1578268800000 	,Utah Jazz,New Orleans Pelicans,0.7162488938007432
1578270600000 	,Dallas Mavericks,Chicago Bulls,0.7190575064163021
1578270600000 	,Milwaukee Bucks,San Antonio Spurs,0.5800619309521332
1578276000000 	,Golden State Warriors,Sacramento Kings,0.6939463074074125
1578351600000 	,Detroit Pistons,Cleveland Cavaliers,0.8232746331153628
1578351600000 	,Toronto Raptors,Portland Trail Blazers,0.7150499976791918
1578353400000 	,Oklahoma City Thunder,Brooklyn Nets,0.625334769120503
1578355200000 	,Minnesota Timberwolves,Memphis Grizzlies,0.6049706285245949
1578358800000 	,Sacramento Kings,Phoenix Suns,0.8538296101166438
1578364200000 	,Los Angeles Lakers,New York Knicks,0.7530001361335759
1578438000000 	,Boston Celtics,San Antonio Spurs,0.6337979068209008
1578438000000 	,Toronto Raptors,Charlotte Hornets,0.6920161903398971
1578438000000 	,Indiana Pacers,Miami Heat,0.660860142994207
1578438000000 	,Washington Wizards,Orlando Magic,0.5325341719061847
1578439800000 	,Houston Rockets,Atlanta Hawks,0.8408237764077784
1578439800000 	,Denver Nuggets,Dallas Mavericks,0.6464317083014468
1578441600000 	,New Orleans Pelicans,Chicago Bulls,0.6462279377117022
1578445200000 	,Utah Jazz,New York Knicks,0.8813099130690262
1578448800000 	,Golden State Warriors,Milwaukee Bucks,0.592832761041595
1578524400000 	,Detroit Pistons,Cleveland Cavaliers,0.7431360613464205
1578524400000 	,Philadelphia 76ers,Boston Celtics,0.6252265413433776
1578528000000 	,Portland Trail Blazers,Minnesota Timberwolves,0.6935224591902991
1578533400000 	,Oklahoma City Thunder,Houston Rockets,0.5259042124593872
1578610800000 	,Atlanta Hawks,Washington Wizards,0.5798973784790432
1578611700000 	,New Orleans Pelicans,New York Knicks,0.8169753794482352
1578612600000 	,Brooklyn Nets,Miami Heat,0.5101509871346418
1578614400000 	,Indiana Pacers,Chicago Bulls,0.8182103599662052
1578614400000 	,San Antonio Spurs,Memphis Grizzlies,0.6699897703335423
1578618000000 	,Orlando Magic,Phoenix Suns,0.8638842765820312
1578618000000 	,Utah Jazz,Charlotte Hornets,0.7023350231944366
1578620700000 	,Dallas Mavericks,Los Angeles Lakers,0.5132212171111037
1578621600000 	,Milwaukee Bucks,Sacramento Kings,0.745879603495703
1578623400000 	,Golden State Warriors,Los Angeles Clippers,0.5726103278430015
1578690000000 	,Houston Rockets,Minnesota Timberwolves,0.7284405902704273
1578697200000 	,Boston Celtics,New Orleans Pelicans,0.7086234226284358
1578697200000 	,Detroit Pistons,Chicago Bulls,0.7260951636700622
1578700800000 	,Oklahoma City Thunder,Los Angeles Lakers,0.7126137198600065
1578702600000 	,Philadelphia 76ers,Dallas Mavericks,0.6045325178347849
1578704400000 	,Denver Nuggets,Cleveland Cavaliers,0.8951260700837875
1578708000000 	,Portland Trail Blazers,Milwaukee Bucks,0.512650337300601
1578771000000 	,Miami Heat,New York Knicks,0.8094704873426777
1578771000000 	,Utah Jazz,Washington Wizards,0.7607403295685419
1578780000000 	,Brooklyn Nets,Atlanta Hawks,0.562929297887957
1578780000000 	,Golden State Warriors,Memphis Grizzlies,0.7580816390660974
1578780000000 	,Toronto Raptors,San Antonio Spurs,0.7531578436456197
1578787200000 	,Denver Nuggets,Los Angeles Clippers,0.6767661045973022
1578787200000 	,Charlotte Hornets,Phoenix Suns,0.8579694071480162
1578870000000 	,Detroit Pistons,New Orleans Pelicans,0.504748984580742
1578870000000 	,Indiana Pacers,Philadelphia 76ers,0.5521694861679797
1578871800000 	,Boston Celtics,Chicago Bulls,0.8634931983620094
1578873600000 	,Oklahoma City Thunder,Minnesota Timberwolves,0.686635792660691
1578880800000 	,Portland Trail Blazers,Charlotte Hornets,0.7286726081189989
1578880800000 	,Orlando Magic,Sacramento Kings,0.5470794366140188
1578882600000 	,Los Angeles Lakers,Cleveland Cavaliers,0.751497096820267
1578958200000 	,Phoenix Suns,Atlanta Hawks,0.5298952612645652
1578958200000 	,Utah Jazz,Brooklyn Nets,0.6413737094862482
1578960000000 	,Houston Rockets,Memphis Grizzlies,0.7508907684588905
1578960000000 	,Milwaukee Bucks,New York Knicks,0.9253387574222477
1578969000000 	,Golden State Warriors,Dallas Mavericks,0.8320085818268154
1578969000000 	,Los Angeles Clippers,Cleveland Cavaliers,0.8212797091683351
1579042800000 	,Boston Celtics,Detroit Pistons,0.681538728119985
1579042800000 	,Philadelphia 76ers,Brooklyn Nets,0.6635900436001054
1579044600000 	,San Antonio Spurs,Miami Heat,0.5113011914125701
1579046400000 	,Washington Wizards,Chicago Bulls,0.7167307356212573
1579046400000 	,Indiana Pacers,Minnesota Timberwolves,0.6641611085281913
1579046400000 	,Oklahoma City Thunder,Toronto Raptors,0.5239110612467526
1579050000000 	,Denver Nuggets,Charlotte Hornets,0.7322010799603832
1579051800000 	,Houston Rockets,Portland Trail Blazers,0.6246468489976552
1579053600000 	,Sacramento Kings,Dallas Mavericks,0.5368046818501779
1579055400000 	,Orlando Magic,Los Angeles Lakers,0.5202842206115696
1579131000000 	,Phoenix Suns,New York Knicks,0.6652401737431815
1579132800000 	,Milwaukee Bucks,Boston Celtics,0.7259603506229431
1579132800000 	,Utah Jazz,New Orleans Pelicans,0.7162488938007432
1579141800000 	,Golden State Warriors,Denver Nuggets,0.6943948519563193
1579141800000 	,Los Angeles Clippers,Orlando Magic,0.5835217596001786
1579215600000 	,Indiana Pacers,Minnesota Timberwolves,0.636330050057629
1579215600000 	,Philadelphia 76ers,Chicago Bulls,0.8764540811739755
1579215600000 	,Toronto Raptors,Washington Wizards,0.836272579623328
1579219200000 	,Memphis Grizzlies,Cleveland Cavaliers,0.6627023717879543
1579219200000 	,Oklahoma City Thunder,Miami Heat,0.7085841693099079
1579221000000 	,San Antonio Spurs,Atlanta Hawks,0.7253534176686615
1579224600000 	,Portland Trail Blazers,Dallas Mavericks,0.6345443959551783
1579289400000 	,Los Angeles Clippers,New Orleans Pelicans,0.6715765725982963
1579298400000 	,Milwaukee Bucks,Brooklyn Nets,0.7390703833540331
1579302000000 	,Boston Celtics,Phoenix Suns,0.8452682698281094
1579303800000 	,Detroit Pistons,Atlanta Hawks,0.742084834758359
1579303800000 	,Philadelphia 76ers,New York Knicks,0.870373215257142
1579305600000 	,Cleveland Cavaliers,Chicago Bulls,0.5150027851280373
1579305600000 	,Toronto Raptors,Minnesota Timberwolves,0.735823825543555
1579307400000 	,Golden State Warriors,Orlando Magic,0.7796395546758803
1579307400000 	,Houston Rockets,Los Angeles Lakers,0.7528701343410079
1579309200000 	,Oklahoma City Thunder,Portland Trail Blazers,0.5752863214816512
1579309200000 	,Utah Jazz,Sacramento Kings,0.709304631565841
1579374000000 	,San Antonio Spurs,Miami Heat,0.6810767131291794
1579392000000 	,Denver Nuggets,Indiana Pacers,0.6681801219294156
1579456800000 	,Detroit Pistons,Washington Wizards,0.6708588944743492
1579458600000 	,Toronto Raptors,Atlanta Hawks,0.841890567419766
1579460400000 	,Philadelphia 76ers,Brooklyn Nets,0.602784291889465
1579467600000 	,Orlando Magic,Charlotte Hornets,0.5524649078100068
1579467600000 	,New York Knicks,Cleveland Cavaliers,0.5889040097865821
1579467600000 	,Houston Rockets,Oklahoma City Thunder,0.6321660267750534
1579467600000 	,New Orleans Pelicans,Memphis Grizzlies,0.5909697824796019
1579467600000 	,Miami Heat,Sacramento Kings,0.5581030881967676
1579467600000 	,Milwaukee Bucks,Chicago Bulls,0.9184672670691229
1579476600000 	,Boston Celtics,Los Angeles Lakers,0.7226645662067298
1579478400000 	,Denver Nuggets,Minnesota Timberwolves,0.7043850947417895
1579482000000 	,San Antonio Spurs,Phoenix Suns,0.8853032134021301
1579482000000 	,Utah Jazz,Indiana Pacers,0.6347359655389698
1579485600000 	,Portland Trail Blazers,Golden State Warriors,0.5765762522895866
1579566600000 	,Los Angeles Clippers,Dallas Mavericks,0.5933984698024877
1579647600000 	,Sacramento Kings,Detroit Pistons,0.5106201265591142
1579647600000 	,Oklahoma City Thunder,Orlando Magic,0.6918606546012988
1579647600000 	,Toronto Raptors,Philadelphia 76ers,0.740278061812194
1579649400000 	,Los Angeles Clippers,Atlanta Hawks,0.784299024867548
1579649400000 	,Boston Celtics,Memphis Grizzlies,0.7332369149329333
1579649400000 	,Miami Heat,Washington Wizards,0.615386936448946
1579649400000 	,Los Angeles Lakers,New York Knicks,0.8064301055651613
1579651200000 	,Minnesota Timberwolves,Chicago Bulls,0.7616249949152745
1579651200000 	,Houston Rockets,Denver Nuggets,0.6124661968397203
1579654800000 	,Indiana Pacers,Phoenix Suns,0.8913280902479259
1579656600000 	,San Antonio Spurs,New Orleans Pelicans,0.666760022138345
1579658400000 	,Golden State Warriors,Utah Jazz,0.6975164834298054
1579734000000 	,Washington Wizards,Cleveland Cavaliers,0.774827634795032
1579737600000 	,Brooklyn Nets,Los Angeles Lakers,0.5150464973781632
1579746600000 	,Portland Trail Blazers,Dallas Mavericks,0.7815724856760755
1579806000000 	,Milwaukee Bucks,Charlotte Hornets,0.7499815222984745
1579820400000 	,Detroit Pistons,Memphis Grizzlies,0.5352903961490258
1579820400000 	,Boston Celtics,Orlando Magic,0.6893236136073687
1579822200000 	,Toronto Raptors,New York Knicks,0.903729972741818
1579824000000 	,Sacramento Kings,Chicago Bulls,0.762212629624875
1579824000000 	,Los Angeles Clippers,Miami Heat,0.5167361166857547
1579824000000 	,Houston Rockets,Minnesota Timberwolves,0.7342672707931703
1579824000000 	,Denver Nuggets,New Orleans Pelicans,0.7192375530914172
1579824000000 	,Oklahoma City Thunder,Atlanta Hawks,0.7504412805879832
1579825800000 	,San Antonio Spurs,Phoenix Suns,0.8203267426059275
1579833000000 	,Golden State Warriors,Indiana Pacers,0.7324563961117494
1579899600000 	,Utah Jazz,Dallas Mavericks,0.7586692005333054
1579906800000 	,Brooklyn Nets,Detroit Pistons,0.5756733971347425
1579910400000 	,Chicago Bulls,Cleveland Cavaliers,0.6118115852392942
1579910400000 	,Oklahoma City Thunder,Minnesota Timberwolves,0.686635792660691
1579912200000 	,Philadelphia 76ers,Los Angeles Lakers,0.745048745384628
1579980600000 	,Denver Nuggets,Houston Rockets,0.5903655217491547
1579982400000 	,Toronto Raptors,San Antonio Spurs,0.5085181813744755
1579989600000 	,Washington Wizards,Atlanta Hawks,0.6800310202012814
1579989600000 	,Memphis Grizzlies,Phoenix Suns,0.6085634208526872
1579989600000 	,Boston Celtics,New Orleans Pelicans,0.6995129450463281
1579989600000 	,Brooklyn Nets,New York Knicks,0.8605687451085108
1579989600000 	,Los Angeles Clippers,Orlando Magic,0.660899158312378
1580000400000 	,Portland Trail Blazers,Indiana Pacers,0.6641949837797874
1580079600000 	,Detroit Pistons,Cleveland Cavaliers,0.7431360613464205
1580081400000 	,Miami Heat,Orlando Magic,0.5375522376068517
1580083200000 	,San Antonio Spurs,Chicago Bulls,0.8090004218539235
1580083200000 	,Sacramento Kings,Minnesota Timberwolves,0.5847910244111635
1580083200000 	,Oklahoma City Thunder,Dallas Mavericks,0.7371111119555364
1580086800000 	,Utah Jazz,Houston Rockets,0.5543098307310793
1580166000000 	,Charlotte Hornets,New York Knicks,0.7281435608597298
1580166000000 	,Philadelphia 76ers,Golden State Warriors,0.5570387861235024
1580167800000 	,New Orleans Pelicans,Cleveland Cavaliers,0.8038979874385525
1580167800000 	,Toronto Raptors,Atlanta Hawks,0.847813415036505
1580169600000 	,Denver Nuggets,Memphis Grizzlies,0.7221706217643347
1580169600000 	,Boston Celtics,Miami Heat,0.5489984350921963
1580169600000 	,Milwaukee Bucks,Washington Wizards,0.8376520347134637
1580171400000 	,Dallas Mavericks,Phoenix Suns,0.6885053594617766
1580252400000 	,Indiana Pacers,Chicago Bulls,0.8282988323499326
1580254200000 	,Detroit Pistons,Brooklyn Nets,0.5341121931528362
1580254200000 	,Memphis Grizzlies,New York Knicks,0.797959245414992
1580257800000 	,San Antonio Spurs,Utah Jazz,0.5341426336138807
1580263200000 	,Portland Trail Blazers,Houston Rockets,0.5860248402620996
1580263200000 	,Oklahoma City Thunder,Sacramento Kings,0.6336407661267971
1580338800000 	,Toronto Raptors,Cleveland Cavaliers,0.8960627128167978
1580338800000 	,Charlotte Hornets,Washington Wizards,0.6635751812356127
1580340600000 	,Philadelphia 76ers,Atlanta Hawks,0.7920376237417618
1580342400000 	,Boston Celtics,Golden State Warriors,0.528591978972246
1580351400000 	,Denver Nuggets,Utah Jazz,0.6290967006245597
1580351400000 	,Los Angeles Clippers,Sacramento Kings,0.6035364327045052
1580425200000 	,Toronto Raptors,Detroit Pistons,0.6735727275892254
1580427000000 	,Brooklyn Nets,Chicago Bulls,0.7205312493434496
1580427000000 	,Houston Rockets,Dallas Mavericks,0.7750193652889994
1580428800000 	,Memphis Grizzlies,New Orleans Pelicans,0.5574955958874775
1580432400000 	,Milwaukee Bucks,Denver Nuggets,0.7065153216307446
1580432400000 	,Oklahoma City Thunder,Phoenix Suns,0.9008695623203162
1580437800000 	,Portland Trail Blazers,Los Angeles Lakers,0.6159453175631121
1580499000000 	,Los Angeles Clippers,Minnesota Timberwolves,0.6043113129567588
1580511600000 	,Indiana Pacers,New York Knicks,0.8414578602791561
1580511600000 	,Miami Heat,Orlando Magic,0.5636450551135612
1580515200000 	,Golden State Warriors,Cleveland Cavaliers,0.8988991484374268
1580515200000 	,Brooklyn Nets,Washington Wizards,0.7126419832980486
1580517000000 	,Boston Celtics,Philadelphia 76ers,0.6178501976125527
1580517000000 	,Dallas Mavericks,Atlanta Hawks,0.5611306731557157
1580518800000 	,San Antonio Spurs,Charlotte Hornets,0.6489116272939576
1580522400000 	,Sacramento Kings,Los Angeles Lakers,0.5061473354962127
1580524200000 	,Portland Trail Blazers,Utah Jazz,0.6249056727022377
1580617800000 	,Denver Nuggets,Detroit Pistons,0.6383666357631556
1580580000000 	,Houston Rockets,New Orleans Pelicans,0.7398076534203468
1580580000000 	,Milwaukee Bucks,Phoenix Suns,0.9067896154676637
1580583600000 	,Toronto Raptors,Chicago Bulls,0.9177070302176515
1580684400000 	,Orlando Magic,Charlotte Hornets,0.5524649078100068
1580684400000 	,New York Knicks,Cleveland Cavaliers,0.5889040097865821
1580684400000 	,Indiana Pacers,Dallas Mavericks,0.6920283522372636
1580684400000 	,Golden State Warriors,Washington Wizards,0.795504682359324
1580686200000 	,Boston Celtics,Atlanta Hawks,0.8054250288310563
1580686200000 	,Brooklyn Nets,Phoenix Suns,0.6900702911675833
1580686200000 	,Philadelphia 76ers,Miami Heat,0.528300698680493
1580688000000 	,Detroit Pistons,Memphis Grizzlies,0.6214791917140634
1580695200000 	,Minnesota Timberwolves,Sacramento Kings,0.5256432466206421
1580697000000 	,Los Angeles Clippers,San Antonio Spurs,0.5353267215192286
1580772600000 	,Milwaukee Bucks,New Orleans Pelicans,0.7999114934224085
1580774400000 	,Houston Rockets,Charlotte Hornets,0.721098759211219
1580778000000 	,Denver Nuggets,Portland Trail Blazers,0.6376593799979536
1580781600000 	,San Antonio Spurs,Los Angeles Lakers,0.5687826797391062
1580857200000 	,Detroit Pistons,Phoenix Suns,0.695984771362938
1580859000000 	,Boston Celtics,Orlando Magic,0.6779244268163284
1580859000000 	,Golden State Warriors,Brooklyn Nets,0.686330725090453
1580859000000 	,Toronto Raptors,Indiana Pacers,0.7416926305860949
1580860800000 	,Atlanta Hawks,Minnesota Timberwolves,0.504781004113191
1580860800000 	,Oklahoma City Thunder,Cleveland Cavaliers,0.8678909878635717
1580862600000 	,Dallas Mavericks,Memphis Grizzlies,0.5265469322382397
1580864400000 	,Utah Jazz,Denver Nuggets,0.5905438870372576
1580868000000 	,Los Angeles Clippers,Miami Heat,0.6297444663458063
1580945400000 	,Orlando Magic,New York Knicks,0.8375956717633922
1580947200000 	,New Orleans Pelicans,Chicago Bulls,0.7508901264754487
1580947200000 	,Milwaukee Bucks,Philadelphia 76ers,0.7422169913485186
1580954400000 	,Portland Trail Blazers,San Antonio Spurs,0.6776048049413412
1580956200000 	,Houston Rockets,Los Angeles Lakers,0.6619768411866682
1581030000000 	,Philadelphia 76ers,Memphis Grizzlies,0.7550570080260274
1581030000000 	,Dallas Mavericks,Washington Wizards,0.5968391729837195
1581031800000 	,Boston Celtics,Atlanta Hawks,0.7596154419604189
1581033600000 	,Toronto Raptors,Indiana Pacers,0.5313763972089306
1581033600000 	,Oklahoma City Thunder,Detroit Pistons,0.6706766504147466
